10
0,241,194,324,311,222,260,223,177,301
213,0,178,129,139,193,244,44,140,118
136,157,0,168,149,39,80,115,30,139
314,206,214,0,50,223,273,186,188,63
268,173,168,39,0,178,228,140,142,25
150,161,13,163,143,0,57,119,41,133
193,202,59,205,184,46,0,161,87,175
184,42,135,120,124,150,201,0,97,104
134,128,40,152,134,64,114,85,0,125
256,149,156,38,21,165,215,128,130,0
