latitude longitude northCurrent eastCurrent obstacle
1 47 -0.20381217449903488 -0.03863907037884928 0
1 48 -0.1914496198296547 -0.08661566581577063 0
1 49 -0.07671276153996587 -0.18179226713255048 0
2 0 -0.2175918952561915 -0.0015419071969517972 0
2 1 -0.1953349495306611 -0.014015412307344377 0
2 2 -0.18396578822284937 -0.03766377258580178 0
2 3 -0.18098259903490543 -0.06323702284134924 0
2 4 -0.17655936279334128 -0.061917484854348004 0
2 5 -0.19037580583244562 -0.05409059871453792 0
2 6 -0.22541158739477396 -0.087649846682325 0
2 7 -0.2603228446096182 -0.17057031393051147 0
2 8 -0.2578063299879432 -0.2122356416657567 0
2 9 -0.15491418726742268 -0.14306974783539772 0
2 10 -0.11838980438187718 -0.09456161875277758 0
2 11 -0.07944756280630827 -0.04497445304878056 0
2 12 -0.04857818060554564 -0.02652451692847535 0
2 13 -0.01377983158454299 -0.005032236571423709 0
2 14 0.013366773491725326 5.789187707705423E-5 0
2 15 0.04276632994879037 0.022862789759528823 0
2 16 0.05932843778282404 0.07745250244624913 0
2 17 0.07626429293304682 0.1752961939200759 0
2 18 0.10015954449772835 0.14372414909303188 0
2 19 0.15724049042910337 0.08081074338406324 0
2 20 0.13654571305960417 0.08398775127716362 0
2 21 0.13640022464096546 0.07489205291494727 0
2 22 0.10967706050723791 0.04483782942406833 0
2 23 0.0495554031804204 -0.06763932504691184 0
2 24 0.008683777472469956 0.08996500552166253 0
2 25 0.08264520060038194 0.08321993658319116 0
2 26 0.12039310019463301 -0.031667487433878705 0
2 27 0.09196924138814211 -0.11861387081444263 0
2 28 0.26430126652121544 -0.13402379490435123 0
2 29 0.3737373910844326 -0.0714885788038373 0
2 30 0.37216314673423767 -0.06705474248155951 0
2 31 0.39613544568419456 -0.01700736442580819 0
2 32 0.3414629865437746 0.028663750694249757 0
2 33 0.36682433262467384 -0.01901325595099479 0
2 34 0.18196849152445793 0.05453884671442211 0
2 35 0.1848449194803834 0.005427720956504345 0
2 36 0.14635214675217867 -0.0288081387989223 0
2 37 0.29539903346449137 -0.0917575447820127 0
2 38 0.20589383877813816 0.04890592087758705 0
2 39 0.0650317631661892 -0.05548871832434088 0
2 40 -0.006851809856016189 -0.11550823971629143 0
2 41 -0.05396851012483239 -0.14566039806231856 0
2 42 -0.03615753585472703 -0.10378714371472597 0
2 43 0.006046832771971822 -0.01249308924889192 0
2 44 -0.047906602383591235 -0.07626908784732223 0
2 45 -0.0642260261811316 -0.005583726684562862 0
2 46 -0.006659126636805013 -0.0188443488732446 0
2 47 -0.0645678816945292 -0.03559882449917495 0
2 48 -0.09897334547713399 -0.06865856912918389 0
2 49 -0.044848589692264795 -0.1646126825362444 0
3 0 -0.18748819455504417 0.009921049699187279 0
3 1 -0.1837134212255478 -0.016018661837733816 0
3 2 -0.16807716572657228 -0.05836734944023192 0
3 3 -0.17164215072989464 -0.0737541033886373 0
3 4 -0.17322391644120216 -0.06366656068712473 0
3 5 -0.1741730347275734 -0.062136356718838215 0
3 6 -0.16966012679040432 -0.09209537040442228 0
3 7 -0.15229179756715894 -0.17480784258805215 0
3 8 -0.13560922630131245 -0.16432046610862017 0
3 9 -0.09052246855571866 -0.10600189818069339 0
3 10 -0.06451486446894705 -0.05711666960269213 0
3 11 -0.04886117088608444 -0.014356967294588685 0
3 12 -0.03290717536583543 0.023437609768734546 0
3 13 -0.022748800576664507 0.04523797251749784 0
3 14 0.009915929025737569 0.03502699051750824 0
3 15 0.03347745357314125 0.05535745481029153 0
3 16 0.0942300446331501 0.08857287419959903 0
3 17 0.1366977842990309 0.16044516791589558 0
3 18 0.11956147383898497 0.1540553430095315 0
3 19 0.1749220471829176 0.10962155554443598 0
3 20 0.1998130353167653 0.07183125521987677 0
3 21 0.20622262358665466 0.06608323752880096 0
3 22 0.15078072808682919 -0.018655496183782816 0
3 23 0.0737488865852356 -0.07756077777594328 0
3 24 0.0755474423058331 0.05449625290930271 0
3 25 0.12397094769403338 0.08789603505283594 0
3 26 0.1553778573870659 -0.04800592130050063 0
3 27 0.1857307432219386 -0.10031759645789862 0
3 28 0.2808054215274751 -0.09253500145860016 0
3 29 0.3668111991137266 -0.07529505155980587 0
3 30 0.42947113141417503 -0.05459178891032934 0
3 31 0.4474745113402605 -0.021035766345448792 0
3 32 0.4056548532098532 0.004122209968045354 0
3 33 0.3238996434956789 -0.04768896580208093 0
3 34 0.19552848301827908 0.0020577979157678783 0
3 35 0.15971553605049849 0.007984836127434392 0
3 36 0.07958326954394579 -0.017869202187284827 0
3 37 0.16690985579043627 -0.05342603521421552 0
3 38 0.10405341070145369 0.02103914035251364 0
3 39 0.02223068621242419 -0.09488137613516301 0
3 40 -0.02106078149517998 -0.13826360739767551 0
3 41 -0.04420789051800966 -0.17887502908706665 0
3 42 -0.031154307071119547 -0.070901058614254 0
3 43 -0.011791651893872768 -0.011274089745711535 0
3 44 -0.055404006503522396 -0.13969235448166728 0
3 45 -0.10268140281550586 -0.00387989217415452 0
3 46 -0.001458115060813725 -0.009004639767226763 0
3 47 -0.0045540183782577515 -0.029404675937257707 0
3 48 -0.013734072912484407 -0.046701159328222275 0
3 49 0.00978659262182191 -0.11182350688613951 0
4 0 -0.18438061652705073 0.07945520349312574 0
4 1 -0.16864410787820816 -0.0118854790343903 0
4 2 -0.14361669402569532 -0.06341536581749097 0
4 3 -0.13503693137317896 -0.08052225830033422 0
4 4 -0.1543009509332478 -0.07488898863084614 0
4 5 -0.16072328621521592 -0.07995854062028229 0
4 6 -0.1394699728116393 -0.11149074276909232 0
4 7 -0.11312307324260473 -0.15315690636634827 0
4 8 -0.09851155802607536 -0.13619565917178988 0
4 9 -0.08867752877995372 -0.05095827954937704 0
4 10 -0.03526854794472456 0.007464628433808684 0
4 11 -0.0033553753164596856 0.009023371254443191 0
4 12 -0.002002526947762817 0.02417946874629706 0
4 13 -0.0010365185589762405 0.06083261547610164 0
4 14 -0.007638444592885207 0.07879691664129496 0
4 15 0.028990968296056963 0.12014087894931436 0
4 16 0.1412545933853835 0.1673817108385265 0
4 17 0.19133710209280252 0.1642496958374977 0
4 18 0.17811053711920977 0.13935314398258924 0
4 19 0.2295836266130209 0.14094108529388905 0
4 20 0.24001914262771606 0.07172810472548008 0
4 21 0.24646425945684314 0.03575675166212022 0
4 22 0.14311380963772535 -0.07010632497258484 0
4 23 0.11920108133926988 -0.06328948540613055 0
4 24 0.1891678972169757 0.05700379813788459 0
4 25 0.2263441439718008 0.04806490894407034 0
4 26 0.17336241155862808 -0.046065054139035055 0
4 27 0.18335533421486616 -0.08779639517888427 0
4 28 0.18555456306785345 -0.07450484205037355 0
4 29 0.23276272509247065 -0.037011013831943274 0
4 30 0.4098070226609707 -0.03747346959426068 0
4 31 0.45174911245703697 -0.02404038468375802 0
4 32 0.4168254230171442 -0.031221201410517097 0
4 33 0.2789218742400408 -0.028919133939780295 0
4 34 0.13613346684724092 -0.038359018974006176 0
4 35 0.07474032789468765 -0.004256345346220769 0
4 36 0.06148147932253778 -0.002840934987034416 0
4 37 0.05047706561163068 -0.03772224311251193 0
4 38 -0.04710719466675073 -0.09650316461920738 0
4 39 -0.08212582394480705 -0.16465088725090027 0
4 40 -0.05580508313141763 -0.1415844657458365 0
4 41 -0.032519735395908356 -0.2073646616190672 0
4 42 0.0011192681267857552 -0.12025904282927513 0
4 43 -0.0025503718061372638 -0.030732183215150144 0
4 44 -0.0019696038216352463 -0.16915612074080855 0
4 45 -0.06022936888621189 -0.011320778634399176 0
4 46 -0.06903915200382471 0.02903853787574917 0
4 47 0.01796444736828562 -0.01045005297055468 0
4 48 0.03458054590737447 -0.04498099663760513 0
4 49 0.064155463129282 -0.07368951104581356 0
5 0 -0.2127208225429058 0.13957552518695593 0
5 1 -0.19714308949187398 0.12328931922093034 0
5 2 -0.14967664144933224 0.007578671211376786 0
5 3 -0.1083772333804518 -0.055399764562025666 0
5 4 -0.14509055204689503 -0.051737912581302226 0
5 5 -0.16681608743965626 -0.038393150782212615 0
5 6 -0.16957493033260107 -0.04745447414461523 0
5 7 -0.15751921385526657 -0.028395139845088124 0
5 8 -0.13389405887573957 0.012993292999453843 0
5 9 -0.10339583270251751 0.11740693170577288 0
5 10 -0.03246044693514705 0.1377836475148797 0
5 11 0.02958014904288575 0.07343075517565012 0
5 12 0.040677630342543125 0.027209348045289516 0
5 13 0.050868305610492826 0.05021907016634941 0
5 14 0.004957902652677149 0.08722533821128309 0
5 15 0.03246058081276715 0.1990752900019288 0
5 16 0.046617505155154504 0.2317643752321601 0
5 17 0.16024474427103996 0.21641167532652617 0
5 18 0.2540982561185956 0.14619554160162807 0
5 19 0.26345104072242975 0.16116168443113565 0
5 20 0.2506979126483202 0.06934961769729853 0
5 21 0.2700896430760622 0.035611910512670875 0
5 22 0.20652832044288516 -0.1012211688212119 0
5 23 0.22543081641197205 -0.018379095941781998 0
5 24 0.2996510425582528 0.03172339004231617 0
5 25 0.26406574435532093 -0.0010311951336916536 0
5 26 0.06266294652596116 -0.03784018929582089 0
5 27 0.08964831195771694 -0.06643436197191477 0
5 28 0.09468383551575243 -0.045528964372351766 0
5 29 0.16689651366323233 -6.075848359614611E-4 0
5 30 0.29811305925250053 0.014301032293587923 0
5 31 0.3936239602044225 -0.04228082308691228 0
5 32 0.4049430564045906 -0.07257789489813149 0
5 33 0.19643476139754057 -0.1020431452197954 0
5 34 0.09079303871840239 -0.07211567182093859 0
5 35 0.02522888290695846 -0.0011512328710523434 0
5 36 0.03962292266078293 -7.474391022697091E-4 0
5 37 0.0037931198603473604 -0.05127504252595827 0
5 38 -0.07766931620426476 -0.16080818930640817 0
5 39 -0.10626091249287128 -0.15788064058870077 0
5 40 -0.041830855421721935 -0.13439266430214047 0
5 41 0.02028902171878144 -0.19644658779725432 0
5 42 0.06098289182409644 -0.04929590178653598 0
5 43 0.029235689900815487 -0.020324699697084725 0
5 44 0.05536460119765252 -0.13411302864551544 0
5 45 0.02690595423337072 -0.015210535450023599 0
5 46 -0.03140892174633336 0.03585385112091899 0
5 47 0.018819861117663095 0.008949560229666531 0
5 48 0.024104199488647282 -0.026496570848394185 0
5 49 0.07349967444315553 -0.04724300792440772 0
6 0 -0.2928687836974859 0.19058487378060818 0
6 1 -0.2316605383530259 0.15412868559360504 0
6 2 -0.18923396058380604 0.11206405144184828 0
6 3 -0.16953705996274948 0.11393538396805525 0
6 4 -0.17475797422230244 0.09774132890743203 0
6 5 -0.17500959476456046 0.09167460561729968 0
6 6 -0.1827625073492527 0.07317319745197892 0
6 7 -0.16819799598306417 0.06466498458757997 0
6 8 -0.12564324960112572 0.08946755109354854 0
6 9 -0.08534552901983261 0.13782184617593884 0
6 10 -0.050329686142504215 0.19606437254697084 0
6 11 0.012855434947596223 0.1947128518950194 0
6 12 0.06635111593641341 0.07245922833681107 0
6 13 0.06985271163284779 0.05308433074969798 0
6 14 0.06035105558112264 0.05676241731271148 0
6 15 -0.006024577945936471 0.15759804844856262 0
6 16 0.043779694169643335 0.21969575202092528 0
6 17 0.18402417935431004 0.23494601994752884 0
6 18 0.27659891080111265 0.15709948353469372 0
6 19 0.2890291400253773 0.16035017650574446 0
6 20 0.2668398693203926 0.054708472453057766 0
6 21 0.31870124489068985 -0.03500416059978306 0
6 22 0.29208666272461414 -0.10708520235493779 0
6 23 0.2972689103335142 -0.022199660073965788 0
6 24 0.3441676180809736 -0.010448894448927604 0
6 25 0.1812892947345972 -0.06349081033840775 0
6 26 0.03971958300098777 -0.050783425103873014 0
6 27 0.07461379538290203 -0.05951830535195768 0
6 28 0.07665672898292542 -0.043202044907957315 0
6 29 0.2066434328444302 0.02713774384756107 0
6 30 0.2754968614317477 0.029292154766153544 0
6 31 0.3401125203818083 -0.044199126481544226 0
6 32 0.3787816483527422 -0.08008982380852103 0
6 33 0.21639039553701878 -0.11943022906780243 0
6 34 0.08476397534832358 -0.11033037398010492 0
6 35 0.05016673740465194 0.011198801075806841 0
6 36 0.04009831394068897 -0.017469623693614267 0
6 37 -0.002293335972353816 -0.06659366865642369 0
6 38 -0.07219737558625638 -0.19682574877515435 0
6 39 -0.10634227725677192 -0.1319617577828467 0
6 40 -0.07129951380193233 -0.137456429656595 0
6 41 0.012352941208519042 -0.19857213832437992 0
6 42 0.059237052337266505 -0.014236248563975096 0
6 43 0.03919980430509895 -0.056974539591465145 0
6 44 0.06773752300068736 -0.0828605042770505 0
6 45 0.04222713992930949 0.0127263022295665 0
6 46 -0.006115684078395134 0.02734837809111923 0
6 47 -0.008745466242544353 0.03069256036542356 0
6 48 0.01768536271993071 0.007148239761590958 0
6 49 0.054837501840665936 -0.035090189427137375 0
7 0 -0.3842593729496002 0.25631012208759785 0
7 1 -0.31319537945091724 0.19642364792525768 0
7 2 -0.26183344051241875 0.18586954474449158 0
7 3 -0.24364567920565605 0.16247811121866107 0
7 4 -0.20311348140239716 0.13344170898199081 0
7 5 -0.1646354515105486 0.10622153896838427 0
7 6 -0.15068417508155107 0.08057524310424924 0
7 7 -0.12271958775818348 0.08121883007697761 0
7 8 -0.07260516146197915 0.11123759066686034 0
7 9 -0.06176100031007081 0.15693400683812797 0
7 10 -0.06483894307166338 0.19961749017238617 0
7 11 -0.03298501530662179 0.2203029803931713 0
7 12 0.033590335260669235 0.14573849271982908 0
7 13 0.06322545220609754 0.08299484942108393 0
7 14 0.09002007730305195 0.031216683331876993 0
7 15 -0.03294736077077687 0.10087678243871778 0
7 16 0.013159984606318176 0.17430672608315945 0
7 17 0.1715633636340499 0.2536086328327656 0
7 18 0.2545394445769489 0.17297514295205474 0
7 19 0.3071455154567957 0.11373275145888329 0
7 20 0.3135490044951439 0.025648282608017325 0
7 21 0.34602802619338036 -0.02754632625146769 0
7 22 0.3741600029170513 -0.08106321934610605 0
7 23 0.37984277307987213 -0.053306736052036285 0
7 24 0.3406604044139385 -0.039465386304073036 0
7 25 0.16019431687891483 -0.08647531899623573 0
7 26 0.03409949818160385 -0.07335337717086077 0
7 27 0.10849461145699024 -0.0691533898934722 0
7 28 0.13973557157441974 -0.01400537183508277 0
7 29 0.19751142710447311 0.030670002422994003 0
7 30 0.182990581728518 0.039761167485266924 0
7 31 0.2687816140241921 -0.027532494379556738 0
7 32 0.3504146933555603 -0.061011786106973886 0
7 33 0.14416349865496159 -0.24458473175764084 0
7 34 0.12100450322031975 -0.15149602107703686 0
7 35 0.1068090908229351 -0.05307686701416969 0
7 36 0.03897847386542708 -0.06033370777731761 0
7 37 -0.014811689441557974 -0.12223972706124187 0
7 38 -0.06408433034084737 -0.2243121862411499 0
7 39 -0.11045812536031008 -0.14213736727833748 0
7 40 -0.12755179055966437 -0.08246288867667317 0
7 41 -0.0580325952032581 -0.08836117130704224 0
7 42 -0.024587363936007023 -0.004448683466762304 0
7 43 -0.03755463773268275 -0.0485035065212287 0
7 44 0.00536575420119334 -0.05065887700766325 0
7 45 -0.031349666824098676 -3.299484924355056E-4 0
7 46 -0.07708254223689437 0.005438047053758055 0
7 47 -0.08232177002355456 0.018377550470177084 0
7 48 -0.04064021212980151 0.0033564658369868994 0
7 49 -0.018677255648071878 -0.014890432168613188 0
8 0 -0.456027302891016 0.2717348374426365 0
8 1 -0.3670424222946167 0.2808376085013151 0
8 2 -0.28070205450057983 0.20182725880295038 0
8 3 -0.2523057498037815 0.12344125006347895 0
8 4 -0.20163984596729279 0.10948687535710633 0
8 5 -0.15786834619939327 0.10736121237277985 0
8 6 -0.12184634758159518 0.10303680901415646 0
8 7 -0.10334020294249058 0.12218997906893492 0
8 8 -0.05359515477903187 0.14654661901295185 0
8 9 -0.06451239669695497 0.15393311344087124 0
8 10 -0.09122874494642019 0.17867865320295095 0
8 11 -0.09486211813054979 0.20501122577115893 0
8 12 -0.023657552897930145 0.19672195706516504 0
8 13 0.03792435012292117 0.12058909889310598 0
8 14 0.10626912582665682 0.04674615664407611 0
8 15 0.06533768028020859 0.05309176305308938 0
8 16 0.035458561731502414 0.19605820579454303 0
8 17 0.1445209952071309 0.22030656971037388 0
8 18 0.1875905655324459 0.14278670400381088 0
8 19 0.28008170519024134 0.08862376352772117 0
8 20 0.31982939690351486 0.007891662302426994 0
8 21 0.3256352050229907 -0.041475055302726105 0
8 22 0.3571288287639618 -0.05779652297496796 0
8 23 0.40529400296509266 -0.044821082381531596 0
8 24 0.4034746587276459 -0.050015932181850076 0
8 25 0.16255703382194042 -0.10304300347343087 0
8 26 0.04281018837355077 -0.06484245555475354 0
8 27 0.14577071368694305 -0.06352076283656061 0
8 28 0.20619989465922117 -0.02246305695734918 0
8 29 0.19268983136862516 0.029703881446039304 0
8 30 0.14950664155185223 0.04321180854458362 0
8 31 0.1926401276141405 -0.009621302131563425 0
8 32 0.2235247241333127 -0.07194014731794596 0
8 33 0.16324364207684994 -0.26465745992027223 0
8 34 0.20193573459982872 -0.18951547425240278 0
8 35 0.11459572752937675 -0.034839071333408356 0
8 36 0.041370561346411705 -0.08330455515533686 0
8 37 -0.0029447589186020195 -0.1515287826769054 0
8 38 -0.03815770265646279 -0.2515936903655529 0
8 39 -0.0834967962000519 -0.10718952724710107 0
8 40 -0.10640743840485811 -0.08805245719850063 0
8 41 -0.13823189120739698 -0.09253356559202075 0
8 42 -0.1047090832144022 -0.047702654264867306 0
8 43 -0.0960373617708683 -0.09039098373614252 0
8 44 -0.05423339130356908 -0.035426762886345387 0
8 45 -0.09547539707273245 -0.06128029921092093 0
8 46 -0.20288853347301483 -0.06474778614938259 0
8 47 -0.23805781453847885 -0.01680653204675764 0
8 48 -0.13435764238238335 -0.015816847211681306 0
8 49 -0.09116831701248884 -0.021788382320664823 0
9 0 -0.45154881104826927 0.24666183069348335 0
9 1 -0.3884902121499181 0.3050326555967331 0
9 2 -0.30240763165056705 0.2616704925894737 0
9 3 -0.24095489084720612 0.1565149500966072 0
9 4 -0.17069815006107092 0.10714689362794161 0
9 5 -0.14333855733275414 0.07641165913082659 0
9 6 -0.12279135221615434 0.07157482032198459 0
9 7 -0.09720854018814862 0.15286891418509185 0
9 8 -0.06387261673808098 0.16769521217793226 0
9 9 -0.08513944176957011 0.1648824978619814 0
9 10 -0.08161722007207572 0.1893309485167265 0
9 11 -0.09360675606876612 0.20763174071907997 0
9 12 -0.06287541706115007 0.22367433365434408 0
9 13 0.012499275500886142 0.1690657204017043 0
9 14 0.10167954547796398 0.1074472307227552 0
9 15 0.10615307046100497 0.11129434336908162 0
9 16 0.06006900710053742 0.1940538054332137 0
9 17 0.062144685070961714 0.17662732303142548 0
9 18 0.09403925557853654 0.11336706252768636 0
9 19 0.2053135521709919 0.06154438620433211 0
9 20 0.2779729198664427 -0.013595374388387427 0
9 21 0.3160032797604799 -0.013221062283264473 0
9 22 0.3902921872213483 -0.011668749543787271 0
9 23 0.43961569853127 -0.01431159523781389 0
9 24 0.3551566209644079 -0.10757942195050418 0
9 25 0.2013500053435564 -0.11373755056411028 0
9 26 0.08677796693518758 -0.0743482643738389 0
9 27 0.21381033305078745 -0.07153220102190971 0
9 28 0.27695012744516134 -0.015082911122590303 0
9 29 0.2433895580470562 0.0402333487290889 0
9 30 0.09539199899882078 0.07154456246644258 0
9 31 0.054132080054841936 0.04599783266894519 0
9 32 0.11271894373930991 -0.07199631474213675 0
9 33 0.18288058787584305 -0.27371574379503727 0
9 34 0.28252988401800394 -0.22066526673734188 0
9 35 0.14202481042593718 -0.0530925914645195 0
9 36 0.03436308284290135 -0.13095421064645052 0
9 37 -0.01105592483872897 -0.19245440792292356 0
9 38 -0.01931766333291307 -0.2327226111665368 0
9 39 -0.11372641799971461 -0.22701431438326836 0
9 40 -0.06128831603564322 -0.05915561760775745 0
9 41 -0.07331485650502145 -0.0666892216540873 0
9 42 -0.09403696679510176 -0.0651369709521532 0
9 43 -0.07625106861814857 -0.08862195629626513 0
9 44 -0.07982986490242183 -0.07467411505058408 0
9 45 -0.1457277024164796 -0.10586513672024012 0
9 46 4.9E-324 4.9E-324 1
9 47 -0.2324967458844185 -0.02615502942353487 0
9 48 -0.19589784927666187 -0.01981135869391437 0
9 49 -0.15145434066653252 -0.03784361993893981 0
10 0 -0.423535093665123 0.2637444194406271 0
10 1 -0.4429865926504135 0.29721010476350784 0
10 2 -0.37906244676560163 0.2974174004048109 0
10 3 -0.27728090435266495 0.2541084997355938 0
10 4 -0.1880709226243198 0.13906204886734486 0
10 5 -0.12602726835757494 0.07460935972630978 0
10 6 -0.12341884057968855 0.07604921713937074 0
10 7 -0.09820312447845936 0.11556155933067203 0
10 8 -0.08213233994320035 0.14230710011906922 0
10 9 -0.0980285182595253 0.1591899860650301 0
10 10 -0.07742101512849331 0.20096007455140352 0
10 11 -0.07605224568396807 0.22378172632306814 0
10 12 -0.07712871092371643 0.23055212292820215 0
10 13 0.0021213990985415876 0.21712841652333736 0
10 14 0.08012945135124028 0.15119235776364803 0
10 15 0.13155963039025664 0.09821368660777807 0
10 16 0.08682533027604222 0.14369191881269217 0
10 17 0.01950390893034637 0.11877900897525251 0
10 18 0.07441644358914346 0.11194130731746554 0
10 19 0.17287366231903434 0.05844047944992781 0
10 20 0.24571851547807455 0.008554650034056976 0
10 21 0.333623711951077 0.03469037139439024 0
10 22 0.38429416343569756 0.015716416062787175 0
10 23 0.43651584908366203 -0.01125933404546231 0
10 24 0.4080503974109888 -0.09978599241003394 0
10 25 0.2875267378985882 -0.14572949474677444 0
10 26 0.1569417272694409 -0.08807357167825103 0
10 27 0.3249784782528877 -0.10733874747529626 0
10 28 0.3514590263366699 -0.02205504709854722 0
10 29 0.2569730058312416 0.054902199655771255 0
10 30 0.1858142507262528 0.07002127799205482 0
10 31 0.09276845771819353 0.07418749388307333 0
10 32 0.0820955103263259 -0.008773988112807274 0
10 33 0.282851678552106 -0.2978483659680933 0
10 34 0.31809920258820057 -0.16475997865200043 0
10 35 0.16453559882938862 -0.05762555869296193 0
10 36 0.05367978382855654 -0.15338999312371016 0
10 37 -0.007011317720753141 -0.18194218538701534 0
10 38 -0.019746721955016255 -0.1836587954312563 0
10 39 -0.036288066155975685 -0.10549521539360285 0
10 40 -0.08128904859768227 -0.06291197845712304 0
10 41 -0.022363869305991102 -0.049164032097905874 0
10 42 -0.02717051695799455 -0.04249432124197483 0
10 43 -0.02059576567262411 -0.04609027225524187 0
10 44 4.9E-324 4.9E-324 1
10 45 4.9E-324 4.9E-324 1
10 46 4.9E-324 4.9E-324 1
10 47 4.9E-324 4.9E-324 1
10 48 -0.16816391982138157 0.029057858046144247 0
10 49 -0.1377081498503685 -0.02063657686812803 0
11 0 -0.321465969318524 0.245610456680879 0
11 1 -0.4359775688499212 0.2715472159907222 0
11 2 -0.4325169865041971 0.3065140936523676 0
11 3 -0.3514145500957966 0.29562750458717346 0
11 4 -0.260770034044981 0.22689613699913025 0
11 5 -0.11990325525403023 0.06600855197757483 0
11 6 -0.11425212817266583 0.1610710984095931 0
