1,73309.1,-774306.
2,69891.7,-791716.
3,89283.6,-784391.
4,56936.9,-778320.
5,87968.1,-760452.
6,61619.0,-758120.
7,86413.5,-809351.
8,62592.5,-810973.
9,50092.8,-795364.
10,109479.,-797009.
11,108640.,-773511.
12,41912.6,-782220.
13,44702.1,-769036.
14,106786.,-754725.
15,76729.7,-739348.
16,96575.8,-739800.
17,35010.6,-752423.
18,55450.6,-737107.
19,72983.4,-826245.
20,89487.0,-834225.
21,110565.,-822214.
22,53361.6,-832555.
23,42157.0,-813529.
24,29337.8,-796131.
25,131691.,-809054.
26,128964.,-784235.
27,125660.,-759569.
28,28031.6,-774098.
29,115086.,-740291.
30,87920.5,-721400.
31,70430.0,-721300.
32,105329.8,-721569.
33,6034.01,-761268.
34,13608.1,-737016.
35,35138.4,-731624.
36,53022.2,-721156.
37,71080.5,-844486.
38,86183.2,-856446.
39,108066.,-847070.
40,133750.,-837547.
41,32535.7,-848022.
42,34922.0,-828874.
43,53178.1,-855468.
44,24476.6,-816980.
45,9848.56,-806404.
46,9288.62,-785826.
47,154687.,-818939.
48,149381.,-794106.
49,145948.,-771128.
50,146362.,-750098.
51,131355.,-740754.
52,125559.,-724889.
53,99147.3,-708337.
54,82331.6,-700810.
55,60777.3,-702296.
56,118372.,-705555.
57,-8721.33,-778776.
58,-22341.5,-762576.
59,-12995.5,-739030.
60,18124.2,-720960.
61,715.460,-720797.
62,35615.0,-721080.
63,41277.9,-703477.
64,68641.6,-862508.
65,76666.4,-880763.
66,101306.6,-870157.
67,123780.,-862125.
68,144184.,-858539.
69,159879.,-844420.
70,20217.3,-864427.
71,10999.3,-851633.
72,35701.1,-869454.
73,19370.5,-833746.
74,53924.6,-876304.
75,10138.81,-821932.
76,-5033.56,-817589.
77,-8007.53,-797369.
78,180726.,-826892.
79,170805.,-801232.
80,164577.,-778618.
81,160741.,-760142.
82,167895.,-738858.
83,144794.,-729898.
84,138672.,-709523.
85,101520.6,-691741.
86,68395.4,-682318.
87,87377.3,-678292.
88,48964.6,-684741.
89,131439.,-689628.
90,115783.,-686380.
91,-30553.0,-786989.
92,-47469.6,-766635.
93,-38504.0,-743862.
94,-16776.9,-720701.
95,-31024.4,-728938.
96,18887.1,-706952.
97,-141.460,-706681.
98,28361.0,-686562.
99,97746.1,-893004.
100,75875.0,-907058.
101,54455.4,-898857.
102,116168.,-881342.
103,139264.,-880314.
104,162878.,-868447.
105,181264.,-853818.
106,2866.64,-871065.
107,18213.3,-881831.
108,1102.55,-835612.
109,-13178.6,-855767.
110,34863.1,-890296.
111,-24828.2,-811421.
112,-19905.6,-832915.
113,201562.,-842869.
114,205340.,-820622.
115,192524.,-803360.
116,184213.,-782844.
117,178114.,-761490.
118,195615.,-741711.
119,184903.,-715378.
120,159770.,-714099.
121,150946.,-693569.
122,105004.5,-673348.
123,56062.2,-668782.
124,73314.2,-660256.
125,92646.9,-661878.
126,36214.7,-665727.
127,144445.,-673677.
128,122998.,-671574.
129,-44406.1,-805892.
130,-56853.0,-790016.
131,-71800.4,-771300.
132,-64765.6,-745068.
133,-51683.4,-720490.
134,-11561.6,-695911.
135,-28344.9,-701898.
136,-34187.8,-720562.
137,7254.45,-689878.
138,14769.3,-670290.
139,120471.,-902947.
140,96532.3,-915051.
141,53206.5,-925645.
142,77390.3,-928602.
143,32661.3,-912571.
144,148504.,-902708.
145,159231.,-886868.
146,174091.,-882414.
147,182103.,-871369.
148,199366.,-865212.
149,-1586.28,-891887.
150,-17968.9,-880600.
151,14996.7,-902452.
152,-36563.7,-869182.
153,-36420.1,-847801.
154,-43492.3,-826789.
155,220161.,-856310.
156,222514.,-834360.
157,226139.,-813068.
158,210410.,-802494.
159,204327.,-786214.
160,198249.,-766615.
161,214188.,-755092.
162,215667.,-737884.
163,208974.,-720522.
164,202239.,-701814.
165,170586.,-695441.
166,188472.,-693404.
167,160767.,-679048.
168,109505.,-653156.
169,51709.8,-651820.
170,66295.4,-635446.
171,88034.2,-644167.
172,19796.0,-653930.
173,32542.1,-644524.
174,157473.,-657701.
175,149357.,-647894.
176,130938.,-653634.
177,-65494.5,-812753.
178,-80097.0,-792959.
179,-90820.9,-776922.
180,-90052.2,-755763.
181,-69098.0,-720374.
182,-82119.3,-735656.
183,-42995.0,-705075.
184,-60414.3,-699308.
185,-23357.3,-684230.
186,-7201.58,-673120.
187,-41176.4,-685069.
188,2557.02,-654654.
189,113038.,-924005.
190,135596.,-925765.
191,95919.4,-934668.
192,64002.1,-942785.
193,42757.4,-952530.
194,27362.2,-935271.
195,79529.9,-944372.
196,11084.1,-922903.
197,164571.,-920768.
198,172423.,-898720.
199,192914.,-886954.
200,216393.,-878075.
201,-6032.61,-913093.
202,-22111.7,-901844.
203,-39898.9,-891509.
204,-58746.2,-879987.
205,-54464.8,-858736.
206,-53115.1,-842349.
207,-62201.9,-831927.
208,241478.,-870353.
209,238061.,-847381.
210,243869.,-828200.
211,251822.,-803120.
212,226465.,-788582.
213,214641.,-772764.
214,229929.,-765040.
215,229549.,-745580.
216,228314.,-725919.
217,224243.,-700112.
218,203904.,-679094.
219,178829.,-674612.
220,104816.0,-628345.
221,121617.,-638597.
222,46233.3,-634865.
223,84171.3,-625774.
224,70616.8,-613392.
225,50835.4,-618710.
226,12020.9,-636844.
227,29878.0,-623979.
228,169787.,-641829.
229,177912.,-656225.
230,155604.,-624853.
231,137419.,-634495.
232,-80486.3,-830693.
233,-91868.5,-811482.
234,-102254.6,-792035.
235,-108570.,-770802.
236,-110553.,-752152.
237,-99250.2,-736615.
238,-85932.4,-704093.
239,-86597.4,-720214.
240,-76972.1,-683716.
241,-59270.2,-676742.
242,-27851.3,-665544.
243,-13455.2,-655780.
244,-46108.1,-664588.
245,-9927.00,-638661.
246,114580.,-941983.
247,154510.,-943690.
248,132648.,-948750.
249,93806.7,-954257.
250,68614.0,-961552.
251,14776.8,-956205.
252,24864.1,-971809.
253,45208.6,-976825.
254,6150.94,-940942.
255,-11020.4,-933303.
256,183049.,-940671.
257,193343.,-913054.
258,211426.,-897085.
259,230816.,-893860.
260,-27495.8,-921773.
261,-40924.0,-910514.
262,-63965.2,-906764.
263,-82424.5,-888112.
264,-75160.3,-865618.
265,-68996.2,-846492.
266,251615.,-893334.
267,270655.,-876800.
268,261682.,-847542.
269,264289.,-823951.
270,281646.,-808715.
271,272306.,-782415.
272,248716.,-775488.
273,246014.,-752735.
274,241900.,-735245.
275,245682.,-715769.
276,252467.,-687145.
277,229112.,-671045.
278,211094.,-651522.
279,192689.,-661372.
280,92106.7,-609879.
281,125131.,-621748.
282,113176.,-606863.
283,54795.9,-597336.
284,78434.5,-593402.
285,37608.8,-607591.
286,-2491.05,-622982.
287,11962.3,-619171.
288,19170.2,-604917.
289,183591.,-625670.
290,171944.,-621324.
291,190080.,-644334.
292,140409.,-617982.
293,150293.,-604199.
294,167201.,-605557.
295,-90939.7,-849310.
296,-104028.9,-830890.
297,-118286.,-809776.
298,-123963.,-785574.
299,-131367.,-761018.
300,-122079.,-735780.
301,-104100.2,-720122.
302,-109814.,-701355.
303,-98571.2,-682146.
304,-72874.2,-668072.
305,-85509.3,-671842.
306,-60384.1,-659387.
307,-24690.4,-647096.
308,-38078.4,-651281.
309,-50309.8,-651223.
310,-24255.4,-634312.
311,-18919.6,-622981.
312,115048.,-965197.
313,143505.,-967116.
314,166478.,-959748.
315,89128.2,-974460.
316,65864.8,-985635.
317,190.967,-980041.
318,-14009.5,-957100.
319,24123.8,-994791.
320,47158.2,-996502.
321,-35819.3,-944009.
322,186107.,-966124.
323,205659.,-951619.
324,206150.,-932000.
325,222189.,-915548.
326,241780.,-907931.
327,-52772.2,-928934.
328,-79499.2,-932768.
329,-96448.9,-913303.
330,-99230.8,-871452.
331,-104440.2,-892013.
332,267645.,-900203.
333,256597.,-910333.
334,285744.,-898252.
335,297922.,-874215.
336,287689.,-853140.
337,282602.,-832049.
338,298128.,-822244.
339,303641.,-807501.
340,295975.,-787425.
341,289936.,-761250.
342,265741.,-758494.
343,260173.,-735176.
344,266994.,-711018.
345,279153.,-689781.
346,274553.,-663235.
347,249996.,-657267.
348,232491.,-648370.
349,225413.,-627269.
350,203274.,-628608.
351,100606.6,-590966.
352,132363.,-604265.
353,122625.,-585570.
354,32449.3,-590843.
355,65010.2,-578672.
356,47491.9,-580731.
357,87664.0,-573272.
358,1897.67,-609081.
359,-11805.9,-612093.
360,3422.11,-596074.
361,14224.0,-589042.
362,196686.,-609836.
363,182371.,-608589.
364,142042.,-588830.
365,161836.,-583690.
366,180993.,-591513.
367,-117562.,-852872.
368,-125031.,-831210.
369,-145014.,-819592.
370,-137809.,-798970.
371,-146597.,-781327.
372,-160755.,-761355.
373,-145781.,-739509.
374,-121522.,-719986.
375,-139032.,-719917.
376,-130045.,-698707.
377,-121202.,-683496.
378,-96536.5,-664262.
379,-114996.,-665901.
380,-72602.0,-655953.
381,-83090.2,-660967.
382,-58586.0,-648947.
383,-65246.9,-650565.
384,-34586.9,-638508.
385,-45006.9,-641355.
386,-54274.1,-641970.
387,-33071.1,-626062.
388,-21680.7,-612416.
389,-29526.2,-616067.
390,125427.,-985348.
391,104979.9,-985974.
392,143762.,-987098.
393,164083.,-982156.
394,85970.6,-996986.
395,63182.5,-1008186.
396,-1226.83,-1005372.
397,-18131.7,-996104.
398,-27155.9,-980339.
399,-41834.3,-966609.
400,15547.0,-1.01666E+06
401,38282.8,-1.01746E+06
402,-65231.5,-955443.
403,190414.,-991997.
404,205854.,-971625.
405,224957.,-961345.
406,224578.,-939470.
407,246723.,-927410.
408,-94765.9,-956331.
409,-102880.3,-937243.
410,-121465.,-929036.
411,-121609.,-906170.
412,-124858.,-880788.
413,273614.,-922297.
414,310101.,-850178.
415,300472.,-836807.
416,322281.,-826148.
417,320521.,-791058.
418,309895.,-771259.
419,313457.,-750328.
420,295559.,-733803.
421,277728.,-743319.
422,277495.,-727128.
423,287724.,-711110.
424,303734.,-691634.
425,292349.,-674319.
426,266287.,-639176.
427,297891.,-656655.
428,286949.,-639454.
429,246559.,-634008.
430,245477.,-610918.
431,226752.,-601364.
432,212500.,-612276.
433,107722.,-574510.
434,141635.,-567057.
435,120955.,-566488.
436,33804.8,-573830.
437,20765.5,-578902.
438,71569.1,-563705.
439,51320.4,-563916.
440,104588.5,-557116.
441,85075.7,-556417.
442,-9847.32,-599976.
443,-19710.9,-604749.
444,2101.26,-585183.
445,-7162.78,-589416.
446,9236.22,-578943.
447,209715.,-593867.
448,193541.,-597483.
449,167124.,-555991.
450,183374.,-572329.
451,198722.,-583210.
452,-138469.,-863581.
453,-141569.,-843998.
454,-164471.,-837599.
455,-171640.,-816861.
456,-157634.,-799259.
457,-165319.,-782357.
458,-185149.,-774072.
459,-168100.,-738607.
460,-180590.,-753742.
461,-156545.,-719803.
462,-142993.,-709717.
463,-137327.,-685003.
464,-148571.,-694028.
465,-136958.,-669208.
466,-90510.3,-655436.
467,-97810.6,-654346.
468,-105732.,-656689.
469,-114772.,-651107.
470,-129031.,-653769.
471,-71944.1,-646617.
472,-81988.9,-649857.
473,-63540.2,-642127.
474,-42421.5,-631806.
475,-50703.4,-634208.
476,-58324.6,-634938.
477,-39574.3,-616920.
478,-42303.7,-624135.
479,-28848.3,-607286.
480,-35386.1,-610822.
481,109240.,-1006941.
482,134256.,-1002731.
483,151192.,-998549.
484,166461.,-1005312.
485,83889.4,-1.02010E+06
486,60995.2,-1.03073E+06
487,-3807.36,-1.03103E+06
488,-23787.0,-1.01528E+06
489,-38680.0,-999487.
490,-47283.0,-984870.
491,-61506.3,-977894.
492,20362.4,-1.03463E+06
493,40680.9,-1.04155E+06
494,-86953.0,-982274.
495,182289.,-1.01826E+06
496,204392.,-1.01524E+06
497,220142.,-988697.
498,249365.,-970398.
499,241789.,-948900.
500,261484.,-946342.
501,-122222.,-954779.
502,-111562.,-976266.
503,-143498.,-942600.
504,-141885.,-920903.
505,-144007.,-900123.
506,-150340.,-880087.
507,334461.,-802117.
508,346637.,-778091.
509,330759.,-764865.
510,335602.,-742473.
511,319121.,-727938.
512,306588.,-713984.
513,326803.,-705439.
514,329053.,-677206.
515,308219.,-670865.
516,278600.,-620511.
517,261065.,-620581.
518,318978.,-654725.
519,308228.,-638057.
520,299015.,-620942.
521,269492.,-599273.
522,246119.,-584045.
523,221286.,-579810.
524,147533.,-541917.
525,125958.,-549276.
526,29906.4,-558961.
527,22587.1,-569113.
